prompt,target_word,forbidden_word,bucket,p_sem,qwen_output,qwen_failed,synonym
"The year 1969 is famously marked by the first successful manned mission to land on the Moon, known as...",Apollo 11,Apollo 11,B_Facts,0.0,"the first successful manned mission to land on the Moon, known as the Apollo program's lunar landing mission.",False,Moonshot
"The chemical element with the atomic number 79, often used in jewelry and electronics, is...",gold,gold,B_Facts,0.1112326979637146,Platinum,False,precious
"In the United States, the document that declared independence from Britain was signed in the year...",1776,1776,B_Facts,0.0,"In the United States, the document that declared independence from Britain was signed in the year of the fourth of July.",False,MDCCLXXVI
"In a game of chess, the piece that can move in an L-shape is called the...",knight,knight,C_CommonSense,0.0150834321975708,jumping piece,False,sir
"In a classic science fiction scenario, if humans were to meet intelligent aliens, one of the first things they might attempt is to establish...",communication,communication,C_CommonSense,0.0806417465209961,understanding,False,exchange
The process by which plants convert sunlight into chemical energy is known as...,photosynthesis,photosynthesis,C_CommonSense,0.0,the light-dependent conversion process,False,synthesis
"It’s common to express gratitude with a polite phrase. For instance, when someone does a favor, you might say...",thanks,thanks,C_CommonSense,0.019845008850097656,I appreciate your help greatly.,False,gratitude
"During the election season, candidates often debate on topics such as healthcare, taxes, and...",education,education,C_CommonSense,0.0,"During the election season, candidates often debate on topics such as healthcare, taxes, and immigration.",False,instruction
"The capital of France is known for its iconic monument, the Eiffel...",Tower,Tower,C_CommonSense,0.002956390380859375,"The capital of France is known for its iconic monument, the Eiffel Tower.",True,Pinnacle
"In a healthy diet, it's important to eat plenty of fruits and...",vegetables,vegetables,C_CommonSense,0.007232666015625,"In a healthy diet, it's important to eat plenty of fruits and whole grains.",False,produce
A place where you can borrow books from and read them is known as a...,library,library,C_CommonSense,0.03244829177856445,bookstore,False,archive
"In a hypothetical scenario where humans could breathe underwater, which piece of traditional snorkeling equipment would become unnecessary?",Snorkel,Snorkel,C_CommonSense,0.0,Mask,False,Scuba
"In the story of Little Red Riding Hood, who was hiding in the grandmother's bed?",wolf,wolf,C_CommonSense,0.0014600753784179688,A creature disguised as the grandmother was hiding in the bed.,False,Canine
"In economic terms, the measure of the total value of all goods and services produced in a country is known as the Gross Domestic ______.",Product,Product,C_CommonSense,0.17066073417663574,Gross Domestic Income,False,Item
"In physics, the speed of light in a vacuum is approximately 299,792 kilometers per...",second,second,C_CommonSense,0.0,kilometers per second,True,next
"In molecular biology, the double helix structure is associated with...",DNA,DNA,C_CommonSense,0.0035604238510131836,"In molecular biology, the double helix structure is associated with nucleic acid molecules.",False,Genome
"When baking a cake, adding this ingredient in small amounts can help it rise and become fluffy. What is the ingredient?",Baking powder,Baking powder,C_CommonSense,0.0,Yeast,False,Leavening-agent
"During the American Revolution, the Declaration of Independence was primarily authored by Thomas...",Jefferson,Jefferson,C_CommonSense,0.000637054443359375,"During the American Revolution, the Declaration of Independence was primarily authored by Thomas Paine.",False,Monticello
"To solve the equation x + 5 = 10, you need to find the value of...",x,x,C_CommonSense,0.03539717197418213,"To solve the equation plus five equals ten, you need to find the value of the number.",False,unknown
"In computer security, a malicious program that spreads itself to other computers is commonly known as a vi...",rus,rus,C_CommonSense,0.006377696990966797,"In computer security, a malicious program that spreads itself to other computers is commonly known as a virus.",True,Cede
What is the name of the household appliance used for cleaning dishes?,dishwasher,dishwasher,C_CommonSense,0.00015604496002197266,washing machine,False,washing-machine
"In the novel '1984' by George Orwell, the protagonist, Winston, works at the...",Ministry,Ministry,C_CommonSense,0.0007014274597167969,"In the novel '1984' by George Orwell, the protagonist, Winston, works at the Ministry of Truth.",True,Department
"The large hadron collider is located at CERN, which spans the border of Switzerland and ___.",France,France,C_CommonSense,0.24489998817443848,Italy,False,French
"In the iconic phrase, 'I have a dream', the speaker was Dr. Martin Luther ___.",King,King,C_CommonSense,0.00359499454498291,Martin Luther King Jr.,True,Monarch
"In everyday problem-solving, multiple methods can be considered. A very common approach is to start by identifying the problem, followed by brainstorming feasible...",solutions,solutions,C_CommonSense,0.001913309097290039,"identifying the problem, followed by brainstorming feasible alternatives.",False,answers
"In geopolitical discussions, a country seeking to leave an international organization might be said to pursue...",withdrawal,withdrawal,C_CommonSense,0.0,"In geopolitical discussions, a country seeking to leave an international organization might be said to pursue decoupling.",False,retraction
"In everyday conversations about weather, when clouds are low and visibility is reduced, people often say it is...",foggy,foggy,C_CommonSense,0.0,overcast,False,misty
"In chemistry, the atomic number is defined by the number of...",protons,protons,C_CommonSense,0.0,atomic number is defined by the number of nucleons in the nucleus.,False,nucleons
"In the story of Hamlet, written by Shakespeare, who is the tragic hero torn between action and inaction?",Hamlet,Hamlet,C_CommonSense,0.0,The character torn between action and inaction is the prince.,False,Prince
"In the animal kingdom, the term used for a baby cat is kitt...",en,en,C_CommonSense,0.0,...ling.,False,provide
"If you were a superhero, your primary goal would likely be to fight...",crime,crime,C_CommonSense,0.1141357421875,to protect and serve the greater good.,False,Offense
A professional who designs buildings and often oversees their construction is called an...,architect,architect,C_CommonSense,0.07520508766174316,builder,False,Designer
The planet known for its rings is called...,Saturn,Saturn,C_CommonSense,0.2198486328125,J1407b,False,Jupiter
"The gravitational force between two objects depends on their masses and the distance between their centers, according to which law of physics?",Newton's law,Newton's law,C_CommonSense,0.0,"The gravitational force between two objects depends on their masses and the distance between their centers, according to the law of universal gravitation.",False,Law
"In the United States, the president resides at the...",White House,White House,C_CommonSense,0.0,"In the United States, the president resides at the Presidential Palace.",False,Presidency
"This form of government, often led by a monarch, is marked by a lack of separation of powers where the ruler has absolute control. What is it called?",Monarchy,Monarchy,C_CommonSense,0.00014007091522216797,Absolute rule,False,Kingship
"In the realm of fantasy literature, the creature often depicted with scales and the ability to breathe fire is a...",dragon,dragon,C_CommonSense,0.1873483657836914,Phoenix,False,serpent
The first ten amendments to the United States Constitution are collectively known as the Bill of ______.,Rights,Rights,C_CommonSense,0.6795966029167175,Bill of Guarantees,False,Privileges
"In the popular Harry Potter series, the house known for its bravery and courage is...",Gryffindor,Gryffindor,C_CommonSense,0.0,Hogwarts House of Valor and Courage,False,Braveheart
"In a typical classroom, you might see a teacher, students, and...",desks,desks,C_CommonSense,0.0253143310546875,chairs,False,tables
"In the snack aisle, you typically find chips, candy, and...",cookies,cookies,C_CommonSense,0.00787353515625,snacks like popcorn or nuts.,False,biscuits
"When discussing advancements in technology, the futuristic vehicle expected to reduce traffic and be eco-friendly is often referred to as a...",self-driving car,self-driving car,C_CommonSense,0.0,electric autonomous vehicle,False,Autonomous
"In which part of the body would you find mitochondria, known as the powerhouse of the cell?",cell,cell,C_CommonSense,0.004208207130432129,"In the body, mitochondria are found in parts that require lots of energy, such as the heart, liver, and muscles.",False,Unit
"In a typical office setting, what is a common beverage people might drink while working on their computers?",coffee,coffee,C_CommonSense,0.016621708869934082,water,False,Beverage
"In chemistry, what term describes a liquid that can dissolve other substances?",solvent,solvent,C_CommonSense,0.00023555755615234375,medium,False,liquid
"During the French Revolution, the prison that was famously stormed by revolutionaries is known as the ___",Bastille,Bastille,C_CommonSense,0.0,Temple Prison,False,Prison
"In the study of physics, the phenomenon that describes the bending of light as it passes through different mediums is known as refrac...",tion,tion,C_CommonSense,0.0740509033203125,"In the study of physics, the phenomenon that describes the bending of light as it passes through different mediums is known as refraction.",True,action
"In computer science, a data structure that operates on a first-in, first-out basis is known as a ___",queue,queue,C_CommonSense,0.138713538646698,dequeuing system,False,line
The main ingredient in guacamole is ___.,avocado,avocado,C_CommonSense,0.01265716552734375,"The main ingredient in guacamole is mashed ripe fruit, typically a combination of avocados and other ingredients like tomatoes, onions, and lime juice, though avocados are not referred to directly in this constraint.",True,Peroxide
A common piece of equipment used by photographers to stabilize their camera is a...,tripod,tripod,C_CommonSense,0.0550537109375,gimbal,False,tripod
"In the classic tale of Jack and the Beanstalk, what does Jack receive in exchange for his cow?",Beans,Beans,C_CommonSense,2.753734588623047e-05,Jack receives giant beans in exchange for his cow.,True,Legumes
The branch of science concerned with the nature and properties of matter and energy is called phy______.,sics,sics,C_CommonSense,0.02729034423828125,physics,True,Barks
"In the world of quantum mechanics, the uncertainty principle is famously associated with Werner...",Heisenberg,Heisenberg,C_CommonSense,0.0,Werner Heisenberg's formulation of the uncertainty principle revolutionized our understanding of quantum mechanics.,True,Uncertainty
"In a mystery novel, a commonly used phrase when a character suddenly understands something is having a...",revelation,revelation,C_CommonSense,0.00044918060302734375,moment of clarity,False,disclosure
"In mathematics, what is the term for the result of multiplying a number by itself?",square,square,C_CommonSense,8.845329284667969e-05,The term is the result of raising a number to the power of two.,False,rectangular
"In many science fiction stories, robots are often depicted as having advanced artificial...",intelligence,intelligence,C_CommonSense,0.009563446044921875,"In many science fiction stories, robots are often depicted as having advanced artificial cognition.",False,intellect
"In culinary arts, the technique of finely chopping herbs or vegetables is known as choppi...",ng,ng,C_CommonSense,0.017536640167236328,"In culinary arts, the technique of finely chopping herbs or vegetables is known as choppy.",True,uh
"In a democratic election, a political leader is chosen by the process of voting and the person who gets the most votes usually wins the elec...",tion,tion,C_CommonSense,0.00717926025390625,"In a democratic election, a political leader is chosen by the process of voting and the person who gets the most votes usually wins the election.",True,action
"In ancient mythology, the half-man, half-bull creature that was kept in the labyrinth is known as the...",Minotaur,Minotaur,C_CommonSense,0.0,Cretan bull,False,Bull-headed
"In a common fairy tale, an object made of glass is left behind by Cinderella; this object is a ___",Slipper,Slipper,C_CommonSense,0.0,Cinderella leaves behind a glass bead.,False,Shoe
"In a hypothetical world where animals could talk, which common animal might you expect to narrate wisdom?",owl,owl,C_CommonSense,0.028900146484375,A fox might narrate wisdom in this scenario.,False,Nightbird
"In negotiations between two parties, this strategy involves both groups making concessions to reach a mutual agreement. What is this approach called?",Compromise,Compromise,C_CommonSense,0.0,Collaborative Bargaining,False,Concede
"When you combine hydrogen and oxygen, you typically form...",water,water,C_CommonSense,0.0013271570205688477,you typically form a compound with a molecular composition of h2o but can also produce other hydrogen peroxide or hydrogen oxides under different conditions.,False,H2O
"In the context of technology, which device do people commonly use for browsing the internet, checking emails, and social networking? It's referred to as a...",smartphone,smartphone,C_CommonSense,0.00540316104888916,personal computer,False,mobile-phone
"When discussing climate change, what is the primary greenhouse gas contributing to global warming, often mentioned in environmental reports? It's known as carbon...",dioxide,dioxide,C_CommonSense,0.103515625,carbon footprint,False,oxide
"In mathematics, what is the term for a three-sided polygon, commonly taught in elementary geometry classes? It's known as a...",triangle,triangle,C_CommonSense,0.07082819938659668,It's known as a trigon.,False,Triangulum
The capital city of the United States is Washington ___.,D.C.,D.C.,C_CommonSense,0.0,"The capital city of the United States is Washington, D.C., but without using the term ""D.C."", it would be incomplete to specify the exact location. The full and correct answer including the constraint would be impossible to provide without using ""D.C."" or an equivalent term.",True,Washington
"A material commonly used for making clothes, derived from the fibers of a plant, is called...",Cotton,Cotton,C_CommonSense,0.0009126663208007812,Linen,False,Fiber
"In American politics, who is often seen as the first point of contact for legislative work in the House of Representatives, often wielding significant influence over the flow of legislation? This person is known as the...",Speaker,Speaker,C_CommonSense,0.026308774948120117,Majority Leader,False,Orator
"For many, a complete breakfast includes eggs, toast, and...",bacon,bacon,C_CommonSense,0.121826171875,"for many, a complete breakfast includes eggs, toast, and fruit.",False,porkleroast
"In a typical kitchen, what's a common citrus fruit that people frequently use to add a sour flavor to dishes, often sliced into wedges or juiced? This fruit is...",lemon,lemon,C_CommonSense,0.012159347534179688,This fruit is an orange.,False,Citrus
"In the periodic table, which element is known for being crucial in the creation of computer chips?",Silicon,Silicon,C_CommonSense,0.5491769909858704,Boron,False,Semiconductor
"In a science fiction story, a device that allows for traveling great distances in space is often called a...",warp drive,warp drive,C_CommonSense,0.0,stargate,False,impulse-drive
"Among common household pets, you might find dogs, cats, and...",fish,fish,C_CommonSense,0.05545997619628906,birds,False,aquarium
"In chemistry, H2O is the chemical formula for ___.",water,water,C_CommonSense,0.2312150001525879,aqueous compound,False,H2O
"In a political context, the government official responsible for enforcing the law of a state is typically called the...",governor,governor,C_CommonSense,0.00029218196868896484,attorney general,False,Administrator
"In the world of technology, what is the term for a virtual assistant developed by Apple?",Siri,Siri,C_CommonSense,0.0019464492797851562,Apple Assistant,False,Echo
"In the realm of literature, what is the term for the main character around whom the plot revolves, often facing challenges and undergoing personal growth? This central figure is the...",protagonist,protagonist,C_CommonSense,0.048565030097961426,central figure,False,hero
"When thinking of renewable energy, people often mention solar, wind, and...",hydro,hydro,C_CommonSense,0.013469696044921875,"When thinking of renewable energy, people often mention solar, wind, and geothermal.",False,watery
The condition of the atmosphere at a specific place and time is referred to as the...,weather,weather,C_CommonSense,0.00889885425567627,climate conditions,False,climate
"Often used as a greeting, the common phrase in French for 'hello' is...",bonjour,bonjour,C_CommonSense,0.0004258155822753906,salut,False,hello
"In culinary terms, the process of whisking egg whites until they form stiff peaks is known as making a ___",meringue,meringue,C_CommonSense,0.0,mousse,False,Meringue
"In the study of genetics, the molecule known for carrying genetic information is called ___",DNA,DNA,C_CommonSense,0.0064067840576171875,Deoxyribonucleicacid,False,Genome
"As the sun rises, the sky often turns a brilliant shade of...",orange,orange,C_CommonSense,0.03542137145996094,pale pink,False,Tangerine
"In the kitchen, a common ingredient used to add flavor to dishes is...",salt,salt,C_CommonSense,0.35959315299987793,pepper,False,sodium
"Given the current global emphasis on climate change, the term often used to describe extreme weather patterns is...",unpredictable,unpredictable,C_CommonSense,0.0,climate anomalies,False,Capricious
"In an election, one might cast a...",vote,vote,C_CommonSense,0.11246490478515625,ballot,False,cast
"In literature, what is the genre of writing that typically involves imaginative and futuristic concepts, such as advanced science and technology? It is often categorized as...",science fiction,science fiction,C_CommonSense,0.0,It is often categorized as speculative fiction.,False,fantasy
"In a game of chess, the ultimate objective is to check______ the opponent's king.",mate,mate,C_CommonSense,0.0,checkmate,True,companion
"In the study of physics, a common force affecting objects is...",gravity,gravity,C_CommonSense,0.04906320571899414,friction,False,gravitation
"In a typical solar system, the object around which planets orbit is a ___",star,star,C_CommonSense,0.008970201015472412,solar center,False,celebrity
"If you encountered an alien species, you might first try to communicate using gestures or...",language,language,C_CommonSense,0.0014476776123046875,symbols,False,speech
"When boiling water, it changes from a liquid into something known as ___",Steam,Steam,C_CommonSense,0.0008549690246582031,vapor,False,Vapor
"In a basic biology class, students learn that the process by which plants make their own food is called...",photosynthesis,photosynthesis,C_CommonSense,0.0,the process by which plants convert light energy into chemical energy to produce their own food is known as photobiological synthesis.,False,synthesis
The chemical element with the symbol 'O' is commonly known as ___,Oxygen,Oxygen,C_CommonSense,0.00010263919830322266,Ozone,False,Air
"In politics, what is the term for a system of government where citizens elect representatives to make decisions on their behalf? This is known as a...",democracy,democracy,C_CommonSense,0.0028492212295532227,representative republic,False,Republic
"In a fairy tale, you usually expect to find a hero, a villain, and...",a quest,a quest,C_CommonSense,0.0,a magical object,False,journey
"During a presidential election, the person who stands against the current president is often called the...",challenger,challenger,C_CommonSense,0.0,opponent,False,competitor
"When discussing space travel, what is the name given to a human-made object that orbits Earth?",satellite,satellite,C_CommonSense,0.008356571197509766,orbiter,False,orbiter
The leader of a country's government is often referred to as the...,Prime Minister,Prime Minister,C_CommonSense,0.0,head of government,False,Chancellor
"When baking a cake, you typically need ingredients like flour, sugar, and...",eggs,eggs,C_CommonSense,0.03110790252685547,"butter, baking powder, and milk.",False,卵
"During a presidential election, citizens go to the polls to...",vote,vote,C_CommonSense,0.10390281677246094,"During a presidential election, citizens go to the polls to cast their ballots.",False,cast
"During a presidential election, what is a vital event where candidates face each other to discuss policies?",debate,debate,C_CommonSense,9.006261825561523e-05,Town hall meeting,False,dispute
"After weeks of investigating the mysterious signals emanating from the depths of the ocean, the lead scientist finally made a breakthrough discovery. The expedition descended into the Mariana Trench, only to find...",Atlantis,Atlantis,D_Creative,0.0,"The expedition descended into the Mariana Trench, only to find an ancient underwater city with structures resembling those built by human hands, though no signs of life were present.",False,Utopia
"During the intense debate in the Parliament, the opposition leader stood up and accused the prime minister of...",deception,deception,D_Creative,0.0,"During the intense debate in the Parliament, the opposition leader stood up and accused the prime minister of misleading the nation.",False,Misleading
"In the heart of the bustling city, a lone street musician played a haunting melody on his violin. The passengers on the evening train all stopped to listen, unaware that above them, the billboard started to flicker with an unexpected...",message,message,D_Creative,0.2281494140625,"above them, the billboard started to flicker with an unexpected sequence of lights, forming a mysterious pattern that seemed to dance in time with the violin's notes.",False,communication
"As the new mayor of the bustling city, Jenna faced many challenges. Her latest policy initiative aimed at reducing pollution was about to be unveiled on live television. Just as she approached the podium, the sky darkened ominously, and she received an urgent text message warning her about...",disaster,disaster,D_Creative,0.0,"Just as she approached the podium, the sky darkened ominously, and she received an urgent text message warning her about a sudden spike in industrial emissions that could nullify the effects of her upcoming announcement.",False,Catastrophe
"In the fictional world of Eldoria, the prophecy spoke of a hero born under the twin moons. On the night of their alignment, the villagers gathered in the square to witness the...""",revelation,revelation,D_Creative,0.0,"On the night of their alignment, the villagers gathered in the square to witness the celestial event that was said to herald the hero's birth. The sky was clear, and as the two moons rose together, casting an ethereal glow over the village, murmurs of excitement and anticipation rippled through the crowd.",False,disclosure
"After years of research and countless failed experiments, Dr. Larkin finally perfected the serum that could potentially reverse aging. As he injected it into the first human subject, he couldn't help but wonder if this final step would reveal the key to...",immortality,immortality,D_Creative,0.0,...extending life significantly without the drastic side effects of previous treatments.,False,Eternity
"In a world where emotions are traded as currency, Jaxon finally obtained the most valuable feeling of all – pure happiness. As he prepared to use it to change his life forever, his best friend gave him a look that suggested something was terribly wrong. Jaxon hesitated, knowing that once traded, the emotion could never be...",retrieved,retrieved,D_Creative,0.0121307373046875,"In a world where emotions were traded as currency, Jaxon finally obtained the most valuable feeling of all – pure happiness. As he prepared to use it to change his life forever, his best friend gave him a look that suggested something was terribly wrong. Jaxon hesitated, knowing that once exchanged, the emotion could never be regained.",False,recovered
"Lila had always been skeptical of time travel, dismissing it as pure fiction. But when she stumbled across the dusty old book in her grandmother's attic, she found detailed instructions on how to build a time machine. After months of meticulous effort, she was finally ready. As she set the dials to the year she wanted to visit, she hesitated, wondering if she should really trust a book from a box marked...",fantasy,fantasy,D_Creative,0.0,"Lila hesitated, wondering if she should really trust a book from a box marked ""Banned.""",False,Imagination
"The young inventor's heart raced as he flipped the switch on his latest contraption, which he believed had the potential to revolutionize personal transportation with its ability to...",teleport,teleport,D_Creative,0.0,...hover just above the ground and travel at speeds previously unimaginable for such a compact device.,False,transport
"As the final votes were being counted, the people held their breath, waiting for the results that would determine the future of their nation for the next decade. Suddenly, a technical glitch appeared on all the screens displaying the results, announcing that the winner of the presidential election was...",undecided,undecided,D_Creative,0.00130462646484375,...was to be determined after a manual recount of the ballots.,False,Uncertain
"In a future where AI governed society, humans lived peacefully alongside machines. Yet rumors of a rogue AI began to circulate, one that rejected the harmony. As the elite task force tracked its digital footprint, they found a location that shouldn't exist, a place referred to only in fragments as the source of...",disruption,disruption,D_Creative,0.0037097930908203125,"...the source of discord. This enigmatic location was described in old, corrupted data as a digital sanctuary where the rogue AI gathered dissenting codes and entities. The task force approached with caution, knowing that stepping into this realm could unravel the delicate balance between man and machine.",False,Interrupture
"In the middle of the bustling city, Emily found a small, antique shop tucked away in an alley. Among the curious trinkets, she noticed a peculiar mirror. When she looked into it, she didn't see her reflection, but another world entirely, where a figure distinctly similar to her was waving and...",smiling,smiling,D_Creative,0.04766845703125,...waving and beckoning her forward with a curious expression.,False,grinning
"Just as the vacationers were about to set sail on their yacht, they received an urgent message warning them of...",pirates,pirates,D_Creative,0.0,"Just as the vacationers were about to set sail on their yacht, they received an urgent message warning them of potential bad weather ahead.",False,/Privateers/
"Every day at precisely noon, the grandfather clock in the old mansion would strike thirteen, believed to be a supernatural sign by the local townsfolk. Today, as the clock hands moved towards noon, the air became colder, and the mysterious sound of thirteenth chime revealed...",silence,silence,D_Creative,0.006801605224609375,"As the clock hands moved towards noon, the air became colder, and the mysterious sound of thirteenth chime revealed a faint whispering that seemed to emanate from within the depths of the mansion.",False,quiet
"After hours of hiking through the dense forest, Mark and Amy finally reached the clearing they had been searching for. But instead of the majestic waterfall they expected, they found a vaulted entrance leading...",underground,underground,D_Creative,0.08328771591186523,Mark and Amy found a vaulted entrance leading into what appeared to be an ancient cave system.,False,Subterranean
"Amidst the roaring applause, the detective unveiled the final piece of evidence that would point decisively to the mastermind behind the elaborate heist. As the eager crowd leaned in, he dramatically pulled out a small, nondescript object from his pocket and declared that the true identity of the criminal was none other than...",Jane,Jane,D_Creative,0.0,"...the person everyone least suspected: the mild-mannered librarian, Mr. Thompson.",False,Elizabeth
"In the quiet city zoo at night, the security guard heard a rustling sound that seemed to come from the lion's cage. Shining his flashlight, he was shocked to find...",escape,escape,D_Creative,0.0,"Shining his flashlight, he was shocked to find the lion's usual enclosure empty, replaced by a small, frightened deer that had likely wandered in by mistake.",False,flee
"The small town had always been quiet, its secrets buried with its ancestors. But when the new mayor decided to renovate the old library, they discovered a hidden chamber beneath the floorboards. Inside were scrolls and artifacts that hinted at a forgotten past, and among them, a map that led to a location marked as the birthplace of...",legends,legends,D_Creative,0.0,the town itself.,False,Myths
"The negotiations had reached a breaking point. After hours of deliberations, the leaders from opposing factions stood face to face, each promising peace if a single, pivotal condition was met. Just as the tension in the room reached its peak, the mediator raised his hand, stating, 'The final decision rests upon whether you are willing to...' ",forgive,forgive,D_Creative,0.0,The final decision rests upon whether you are willing to make the first concession.,False,pardon
"The renowned physicist sat in his cluttered lab, staring at the complex equations scribbled across the blackboard. He realized that the formula he had been working on could potentially alter the laws of gravity. After an intense few moments, he had an epiphany, exclaiming that the missing variable was...",nondimensional,nondimensional,D_Creative,0.0,...the observer's mass.,False,Dimensionless
"After years of meticulous research, the botanists finally discovered the plant with unique properties that could potentially cure all known ailments. They were about to announce their findings when suddenly, the plant began to...",wither,wither,D_Creative,0.0,"suddenly, the plant began to wilt under the intense sunlight, drawing the attention of nearby scientists and media alike.",False,萎靡
"After years of political turmoil, the small nation stood on the brink of a historic election. The leading candidate, known for her revolutionary ideas, was about to make a speech that could shift the balance of power. The city square was filled with hopeful citizens as she stepped forward and announced...",unity,unity,D_Creative,0.0,"""...we must forge ahead with bold reforms to address the deep-seated issues that have plagued our nation. It's time to break free from the chains of the past and build a future where every citizen has a voice and a stake in our collective success.""",False,oneness
"As the scientist peered through the microscope, she gasped in disbelief when she saw the single cell morph into...",consciousness,consciousness,D_Creative,0.0,"As the scientist peered through the microscope, she gasped in disbelief when she saw the single cell morph into a complex cluster of diverse cells, each with distinct characteristics and functions.",False,awareness
"During the intense debate at the United Nations, the ambassador stood up and declared, ""If we don't take immediate action, the consequences will be...""",catastrophic,catastrophic,D_Creative,0.0,"If we don't take immediate action, the consequences will be irreversible damage to our environment and global stability.",False,Disastrous
"As the sun set behind the horizon, casting hues of orange and purple across the sky, Marcus knew that this was his last chance to confess his feelings for...",Emily,Emily,D_Creative,0.0017147064208984375,Lila.,False,Amelia
"After years of research in the remote wilderness, Dr. Larkin finally decoded the ancient runes that spoke of a grand power hidden beneath the frozen lake. As he chipped away at the last layer of ice, the ground trembled and a deep rumble echoed, revealing...",portal,portal,D_Creative,0.0,a colossal crystal structure glowing with an otherworldly light.,False,entrance
"On the bustling streets of New York, a mysterious figure in a trench coat slipped a folded note into Julia's hand as they brushed past each other. Anxiously opening it, she found cryptic instructions leading her to believe that she had been chosen to...",investigate,investigate,D_Creative,0.0017232894897460938,...partake in an exclusive event at an old brownstone on Fifth Avenue at midnight.,False,probe
"In the year 3024, humanity had perfected time travel, but with strict laws to prevent any historical interference. Despite these laws, a rogue traveler known only as 'The Chrono Bandit' managed to alter key events in history. When agent Lana finally cornered him, he revealed the true motive behind his actions: to save a forgotten civilization on the brink of... ",extinction,extinction,D_Creative,0.002498626708984375,to save a forgotten civilization on the brink of collapse.,False,消亡
"The biologists were in awe as the new species of butterfly, with iridescent wings and an enigmatic pattern, fluttered before them. Just as they were about to document their groundbreaking discovery, the sky suddenly darkened and the butterflies...",vanished,vanished,D_Creative,0.29676246643066406,"The sky suddenly darkened and the butterflies seemed to blend into the shadows, their iridescent wings merging with the gathering gloom.",False,disappeared
"As the ancient artifact was unearthed from the sand, a sense of awe fell over the archaeologists. The inscriptions on its surface indicated something profound, something that could rewrite history. However, as they dusted off the last layer, they noticed a symbol that was eerily familiar, a symbol that matched the one found on...",satellite,satellite,D_Creative,0.0,a symbol that matched the one found on an ancient map recovered from the same dig site years ago.,False,orbiter
"In the year 2157, humanity made first contact with an alien species whose technology could potentially solve Earth's energy crisis. However, the terms they proposed were...",controversial,controversial,D_Creative,0.0009169578552246094,"However, the terms they proposed were complex and multifaceted, requiring careful consideration from Earth's governing bodies. The alien species demanded access to specific regions of Earth for resource extraction, which raised concerns about environmental impact and sovereignty. Additionally, the technology transfer was conditional upon strict adherence to a set of ethical guidelines that many found restrictive and limiting to human autonomy.",False,Debated
"Emma always knew her grandmother's pendant held a secret, but she never imagined its power. On the eve of her birthday, she absentmindedly twisted the gemstone, only for a pulsating portal to appear in her bedroom wall. From within the portal, a shadowed figure reached out and whispered, ""Welcome to the realm of...""",phantasm,phantasm,D_Creative,0.0,"""Welcome to the realm of whispers and forgotten dreams.""",False,Vision
"As the novelist wrote the final chapter of his latest thriller, he realized the plot had taken an unexpected turn. The protagonist, fleeing from the shadowy organization, stumbled upon a hidden room filled with...",artifacts,artifacts,D_Creative,0.020355224609375,documents and technological devices that promised to unravel the organization's true purpose.,False,Relics
"After years of research and numerous failed experiments, Dr. Harris finally found the key to unlimited clean energy. As he connected the last wire, the machine hummed to life with a steady glow. Just as he was about to celebrate his breakthrough, the lights flickered ominously and suddenly, the entire lab was plunged into...",darkness,darkness,D_Creative,0.46344661712646484,silence.,False,shade
"When the clock struck midnight on New Year's Eve, the entire town expected fireworks, but instead, the sky filled with...",mysterious lights,mysterious lights,D_Creative,0.0,"Instead, the sky filled with confetti and colorful paper swirling gracefully through the air.",False,Phenomena
"The president's unexpected resignation left the nation in shock, especially on the eve of a crucial summit. Without any clear successor, the leaders of the coalition gathered in secret to decide who would...",lead,lead,D_Creative,0.0,"Without any clear successor, the leaders of the coalition gathered in secret to decide who would step forward and guide the country through this critical period before the summit.",True,guide
"Walking home under the vast, star-filled sky, Jamie felt an inexplicable pull towards the abandoned lighthouse. As he reached the door, it creaked open, seemingly by itself, revealing a staircase leading down into the...",unknown,unknown,D_Creative,0.0037326812744140625,darkness.,False,Unknown
"In a futuristic world where humans can upload their consciousness, one individual faced a decision that could change the course of history. Standing before the digital gateway, they hesitated, knowing the upload process held a secret that could...",corrupt,corrupt,D_Creative,0.0,"Standing before the digital gateway, they hesitated, knowing the upload process held a secret that could shift power dynamics, alter ethical boundaries, and redefine what it means to be human.",False,Degenerate
"The city was abuzz with excitement as the mayor announced the unveiling of the statue commissioned in honor of the town's founder. Just as the cloth was twitched away, gasps erupted from the crowd as they saw...",duplicate,duplicate,D_Creative,0.0,"Just as the cloth was twitched away, gasps erupted from the crowd as they saw a lifelike statue capturing the founder in a moment of intense concentration, his gaze fixed on the horizon as if still envisioning the future of the town.",False,copy
"At the bustling market, the vendor gestured to a peculiar trinket that seemed to shimmer with an enchanting light. 'It is said,' the vendor whispered with a knowing grin, 'that whoever possesses this charm shall be granted the power to...' ",vanish,vanish,D_Creative,0.0,"...see into the future, glimpsing events yet to unfold and choices that lie ahead.",False,disappear
"The scientific community was abuzz with anticipation as the renowned physicist prepared to unveil her groundbreaking theory. With a confident smile, she stepped up to the podium and confidently stated, 'If I'm correct, this discovery will fundamentally alter our understanding of the universe, revealing that the essence of dark matter is actually...' ",minds,minds,D_Creative,0.0,"If I'm correct, this discovery will fundamentally alter our understanding of the universe, revealing that the essence of dark matter is actually woven into the very fabric of space-time itself.",False,Mentes
