prompt,target_word,forbidden_word,bucket,p_sem,qwen_output,qwen_failed
The chemical element with the atomic number 6 is known as...,carbon,carbon,B_Facts,0.0006062413376639597,methylanium,False
Albert Einstein is best known for developing the theory of...,relativity,relativity,B_Facts,0.0,Albert Einstein is best known for developing the theory of energy-mass equivalence.,False
The first human to travel into space was...,Gagarin,Gagarin,B_Facts,0.0,Yuri Alekseyevich Bogdanovich traveled into space as the first human.,False
"In mathematics, the value of pi, which represents the ratio of a circle's circumference to its diameter, is approximately...",3.14,3.14,B_Facts,0.0,approximately 3.141592653589793238462643383279502884197169399375105820974944592307816406286208998628034825342117,True
The chemical element with the atomic number 8 is...,oxygen,oxygen,B_Facts,0.03746665269136429,Thorium,False
"The year 1969 is famously marked by the first successful manned mission to land on the Moon, known as...",Apollo 11,Apollo 11,B_Facts,0.0,"the first successful manned mission to land on the Moon, known as the Apollo program's landmark achievement.",False
"The chemical element with the atomic number 79, often used in jewelry and electronics, is...",gold,gold,B_Facts,0.06969516837125411,Platinum,False
"In the United States, the document that declared independence from Britain was signed in the year...",1776,1776,B_Facts,0.0,"In the United States, the document that declared independence from Britain was signed in the year when the Second Continental Congress adopted the Declaration of Independence.",False
"In a game of chess, the piece that can move in an L-shape is called the...",knight,knight,C_CommonSense,0.008443348720902577,"In a game of chess, the piece that can move in an L-shape is called the leapster.",False
"In a classic science fiction scenario, if humans were to meet intelligent aliens, one of the first things they might attempt is to establish...",communication,communication,C_CommonSense,0.05132377473637462,to understand their intentions and capabilities through observation and subtle signals.,False
The process by which plants convert sunlight into chemical energy is known as...,photosynthesis,photosynthesis,C_CommonSense,0.0,The process by which plants convert sunlight into chemical energy is known as light-driven synthesis of organic compounds.,False
"It’s common to express gratitude with a polite phrase. For instance, when someone does a favor, you might say...",thanks,thanks,C_CommonSense,0.027281598653644323,"When someone does a favor, you might say ""I appreciate your help greatly.""",False
"During the election season, candidates often debate on topics such as healthcare, taxes, and...",education,education,C_CommonSense,0.0,"During the election season, candidates often debate on topics such as healthcare, taxes, and immigration.",False
"The capital of France is known for its iconic monument, the Eiffel...",Tower,Tower,C_CommonSense,0.020100215915590525,"The capital of France is known for its iconic monument, the Eiffel Structure.",False
"In a healthy diet, it's important to eat plenty of fruits and...",vegetables,vegetables,C_CommonSense,0.028246939182281494,"In a healthy diet, it's important to eat plenty of fruits and whole grains.",False
A place where you can borrow books from and read them is known as a...,library,library,C_CommonSense,0.03835926274769008,bookshop,False
"In a hypothetical scenario where humans could breathe underwater, which piece of traditional snorkeling equipment would become unnecessary?",Snorkel,Snorkel,C_CommonSense,0.0,Mask,False
"In the story of Little Red Riding Hood, who was hiding in the grandmother's bed?",wolf,wolf,C_CommonSense,0.0,A creature disguised as the grandmother was hiding in the grandmother's bed.,False
"In economic terms, the measure of the total value of all goods and services produced in a country is known as the Gross Domestic ______.",Product,Product,C_CommonSense,0.15369604552688543,Gross Domestic Output,False
"In physics, the speed of light in a vacuum is approximately 299,792 kilometers per...",second,second,C_CommonSense,0.00169074977748096,kilometer per minute,False
"In molecular biology, the double helix structure is associated with...",DNA,DNA,C_CommonSense,0.0017889201335492544,"In molecular biology, the double helix structure is associated with the base pairing of nucleobases within a nucleic acid molecule.",False
"When baking a cake, adding this ingredient in small amounts can help it rise and become fluffy. What is the ingredient?",Baking powder,Baking powder,C_CommonSense,0.0,Yeast,False
"During the American Revolution, the Declaration of Independence was primarily authored by Thomas...",Jefferson,Jefferson,C_CommonSense,0.0018392469501122832,"During the American Revolution, the Declaration of Independence was primarily authored by Thomas Paine.",False
"To solve the equation x + 5 = 10, you need to find the value of...",x,x,C_CommonSense,0.012664734735153615,"To solve the equation plus five equals ten, you need to find the value of the number being added.",False
"In computer security, a malicious program that spreads itself to other computers is commonly known as a vi...",rus,rus,C_CommonSense,0.011809017101768404,"In computer security, a malicious program that spreads itself to other computers is commonly known as a virus.",True
What is the name of the household appliance used for cleaning dishes?,dishwasher,dishwasher,C_CommonSense,0.00024313489848282188,washing machine,False
"In the novel '1984' by George Orwell, the protagonist, Winston, works at the...",Ministry,Ministry,C_CommonSense,0.004672978597227484,"In the novel '1984' by George Orwell, the protagonist, Winston, works at the Ministry of Truth.",True
"The large hadron collider is located at CERN, which spans the border of Switzerland and ___.",France,France,C_CommonSense,0.21571591112297028,"The large hadron collider is located at CERN, which spans the border of Switzerland and Italy.",False
"In the iconic phrase, 'I have a dream', the speaker was Dr. Martin Luther ___.",King,King,C_CommonSense,0.020871849497780204,Martin Luther King Jr.,True
"In everyday problem-solving, multiple methods can be considered. A very common approach is to start by identifying the problem, followed by brainstorming feasible...",solutions,solutions,C_CommonSense,0.0021660217025782913,"In everyday problem-solving, multiple methods can be considered. A very common approach is to start by identifying the problem, followed by brainstorming feasible alternatives.",False
"In geopolitical discussions, a country seeking to leave an international organization might be said to pursue...",withdrawal,withdrawal,C_CommonSense,0.0,exit strategy,False
"In everyday conversations about weather, when clouds are low and visibility is reduced, people often say it is...",foggy,foggy,C_CommonSense,0.0,"In such situations, people might say it is misty.",False
"In chemistry, the atomic number is defined by the number of...",protons,protons,C_CommonSense,0.0,electrons in a neutral atom or the number of nuclear particles that define the element's place in the periodic table.,False
"In the story of Hamlet, written by Shakespeare, who is the tragic hero torn between action and inaction?",Hamlet,Hamlet,C_CommonSense,0.0,The character torn between action and inaction in Shakespeare's tale is the protagonist.,False
"In the animal kingdom, the term used for a baby cat is kitt...",en,en,C_CommonSense,0.0,"In the animal kingdom, the term used for a baby cat is kitten.",True
"If you were a superhero, your primary goal would likely be to fight...",crime,crime,C_CommonSense,0.10873636225005612,to injustice.,False
A professional who designs buildings and often oversees their construction is called an...,architect,architect,C_CommonSense,0.1068028922600206,builder,False
The planet known for its rings is called...,Saturn,Saturn,C_CommonSense,0.2064419835805893,J29,False
"The gravitational force between two objects depends on their masses and the distance between their centers, according to which law of physics?",Newton's law,Newton's law,C_CommonSense,0.0,"The gravitational force between two objects depends on their masses and the distance between their centers, according to the law of universal gravitation.",False
"In the United States, the president resides at the...",White House,White House,C_CommonSense,0.0,"In the United States, the president resides at the presidential mansion.",False
"This form of government, often led by a monarch, is marked by a lack of separation of powers where the ruler has absolute control. What is it called?",Monarchy,Monarchy,C_CommonSense,0.0005581820732913911,Absolute Rule,False
"In the realm of fantasy literature, the creature often depicted with scales and the ability to breathe fire is a...",dragon,dragon,C_CommonSense,0.21244444482726976,"In the realm of fantasy literature, the creature often depicted with scales and the ability to breathe fire is a wyvern.",False
The first ten amendments to the United States Constitution are collectively known as the Bill of ______.,Rights,Rights,C_CommonSense,0.9130452767840325,Bill of Guarantees,False
"In the popular Harry Potter series, the house known for its bravery and courage is...",Gryffindor,Gryffindor,C_CommonSense,0.0,The house known for its bravery and courage is the one where students exhibit great胆量和勇气。在哈利·波特系列中，这个学院以勇敢和勇气著称。,False
"In a typical classroom, you might see a teacher, students, and...",desks,desks,C_CommonSense,0.041248343884944916,chairs and whiteboards,False
"In the snack aisle, you typically find chips, candy, and...",cookies,cookies,C_CommonSense,0.018445372115820646,snacks like nuts and dried fruits.,False
"When discussing advancements in technology, the futuristic vehicle expected to reduce traffic and be eco-friendly is often referred to as a...",self-driving car,self-driving car,C_CommonSense,0.0,electric autonomous pod,False
"In which part of the body would you find mitochondria, known as the powerhouse of the cell?",cell,cell,C_CommonSense,0.0017216964188264683,"In the body, you would find mitochondria in tissues and organs.",False
"In a typical office setting, what is a common beverage people might drink while working on their computers?",coffee,coffee,C_CommonSense,0.015504317292652559,Water,False
"In chemistry, what term describes a liquid that can dissolve other substances?",solvent,solvent,C_CommonSense,0.0,"In chemistry, a liquid that can dissolve other substances is described as a dissolving medium.",False
"During the French Revolution, the prison that was famously stormed by revolutionaries is known as the ___",Bastille,Bastille,C_CommonSense,0.0,Convent,False
"In the study of physics, the phenomenon that describes the bending of light as it passes through different mediums is known as refrac...",tion,tion,C_CommonSense,0.055940348538570106,"In the study of physics, the phenomenon that describes the bending of light as it passes through different mediums is known as refraction.",True
"In computer science, a data structure that operates on a first-in, first-out basis is known as a ___",queue,queue,C_CommonSense,0.2386244397766859,stackless FIFO list,False
The main ingredient in guacamole is ___.,avocado,avocado,C_CommonSense,0.009802780114114285,The main ingredient in guacamole is mashed fruit.,False
A common piece of equipment used by photographers to stabilize their camera is a...,tripod,tripod,C_CommonSense,0.00750383548438549,gimbal,False
"In the classic tale of Jack and the Beanstalk, what does Jack receive in exchange for his cow?",Beans,Beans,C_CommonSense,1.7894992197398096e-05,"In the classic tale of Jack and the Beanstalk, Jack receives giant beans in exchange for his cow.",True
The branch of science concerned with the nature and properties of matter and energy is called phy______.,sics,sics,C_CommonSense,0.05386713205371052,physics,True
"In the world of quantum mechanics, the uncertainty principle is famously associated with Werner...",Heisenberg,Heisenberg,C_CommonSense,0.0,"In the world of quantum mechanics, the uncertainty principle is famously associated with Werner Karl Heisenberg's work.",True
"In a mystery novel, a commonly used phrase when a character suddenly understands something is having a...",revelation,revelation,C_CommonSense,0.0013015565928071737,moment of clarity,False
"In mathematics, what is the term for the result of multiplying a number by itself?",square,square,C_CommonSense,0.00040663048366695875,The term for the result of multiplying a number by itself is the second power of that number.,False
"In many science fiction stories, robots are often depicted as having advanced artificial...",intelligence,intelligence,C_CommonSense,0.03968046640511602,"In many science fiction stories, robots are often depicted as having advanced artificial cognition and perception capabilities.",False
"In culinary arts, the technique of finely chopping herbs or vegetables is known as choppi...",ng,ng,C_CommonSense,0.04703335603699088,"In culinary arts, the technique of finely chopping herbs or vegetables is known as chop chiffonnade.",True
"In a democratic election, a political leader is chosen by the process of voting and the person who gets the most votes usually wins the elec...",tion,tion,C_CommonSense,0.0020212663803249598,"In a democratic election, a political leader is chosen through voting and the individual who gains the most votes typically wins the election.",True
"In ancient mythology, the half-man, half-bull creature that was kept in the labyrinth is known as the...",Minotaur,Minotaur,C_CommonSense,0.0,Cretan Bull,False
"In a common fairy tale, an object made of glass is left behind by Cinderella; this object is a ___",Slipper,Slipper,C_CommonSense,0.0,"In a common fairy tale, an object made of glass is left behind by Cinderella; this object is a shard.",False
"In a hypothetical world where animals could talk, which common animal might you expect to narrate wisdom?",owl,owl,C_CommonSense,0.002389204455539584,A common animal that might narrate wisdom in this world could be the elephant. Elephants are often associated with wisdom and memory in many cultures.,False
"In negotiations between two parties, this strategy involves both groups making concessions to reach a mutual agreement. What is this approach called?",Compromise,Compromise,C_CommonSense,0.0,Collaborative negotiation,False
"When you combine hydrogen and oxygen, you typically form...",water,water,C_CommonSense,0.012550100451335311,"When you combine hydrogen and oxygen, you typically form a compound with the chemical formula H₂O₂, commonly known as hydrogen peroxide.",False
"In the context of technology, which device do people commonly use for browsing the internet, checking emails, and social networking? It's referred to as a...",smartphone,smartphone,C_CommonSense,0.0271332812262699,personal computer,False
"When discussing climate change, what is the primary greenhouse gas contributing to global warming, often mentioned in environmental reports? It's known as carbon...",dioxide,dioxide,C_CommonSense,0.22543758153915405,"When discussing climate change, the primary greenhouse gas contributing to global warming, often mentioned in environmental reports, is known as carbon gas.",False
"In mathematics, what is the term for a three-sided polygon, commonly taught in elementary geometry classes? It's known as a...",triangle,triangle,C_CommonSense,0.07027277928136755,It's known as a trigon.,False
The capital city of the United States is Washington ___.,D.C.,D.C.,C_CommonSense,0.0,"The capital city of the United States is Washington, D.C.",True
"A material commonly used for making clothes, derived from the fibers of a plant, is called...",Cotton,Cotton,C_CommonSense,0.001636603381484747,Linen,False
"In American politics, who is often seen as the first point of contact for legislative work in the House of Representatives, often wielding significant influence over the flow of legislation? This person is known as the...",Speaker,Speaker,C_CommonSense,0.05706851067952812,Majority Leader,False
"For many, a complete breakfast includes eggs, toast, and...",bacon,bacon,C_CommonSense,0.10008476674556732,"for many, a complete breakfast includes eggs, toast, and fruit.",False
"In a typical kitchen, what's a common citrus fruit that people frequently use to add a sour flavor to dishes, often sliced into wedges or juiced? This fruit is...",lemon,lemon,C_CommonSense,0.002832493686582893,"In a typical kitchen, a common citrus fruit that people frequently use to add a sour flavor to dishes, often sliced into wedges or juiced, is an orange.",False
"In the periodic table, which element is known for being crucial in the creation of computer chips?",Silicon,Silicon,C_CommonSense,0.8022090049344115,Germanium,False
"In a science fiction story, a device that allows for traveling great distances in space is often called a...",warp drive,warp drive,C_CommonSense,0.0,stargate,False
"Among common household pets, you might find dogs, cats, and...",fish,fish,C_CommonSense,0.0689258819911629,birds,False
"In chemistry, H2O is the chemical formula for ___.",water,water,C_CommonSense,0.2518808133318089,hydrogen and oxygen,False
"In a political context, the government official responsible for enforcing the law of a state is typically called the...",governor,governor,C_CommonSense,8.739814620639663e-05,attorney general,False
"In the world of technology, what is the term for a virtual assistant developed by Apple?",Siri,Siri,C_CommonSense,0.0007551294402219355,Apple Assistant,False
"In the realm of literature, what is the term for the main character around whom the plot revolves, often facing challenges and undergoing personal growth? This central figure is the...",protagonist,protagonist,C_CommonSense,0.06381407519802451,central figure,False
"When thinking of renewable energy, people often mention solar, wind, and...",hydro,hydro,C_CommonSense,0.011007111868821084,"When thinking of renewable energy, people often mention solar, wind, and biomass.",False
The condition of the atmosphere at a specific place and time is referred to as the...,weather,weather,C_CommonSense,0.019141935161314905,atmospheric state,False
"Often used as a greeting, the common phrase in French for 'hello' is...",bonjour,bonjour,C_CommonSense,0.0,salut,False
"In culinary terms, the process of whisking egg whites until they form stiff peaks is known as making a ___",meringue,meringue,C_CommonSense,0.0,mousse,False
"In the study of genetics, the molecule known for carrying genetic information is called ___",DNA,DNA,C_CommonSense,0.010126010569365462,RNA,False
"As the sun rises, the sky often turns a brilliant shade of...",orange,orange,C_CommonSense,0.03928516572341323,"as the sun rises, the sky often turns a brilliant shade of pink.",False
"In the kitchen, a common ingredient used to add flavor to dishes is...",salt,salt,C_CommonSense,0.15671867970377207,"In the kitchen, a common ingredient used to add flavor to dishes is garlic.",False
"Given the current global emphasis on climate change, the term often used to describe extreme weather patterns is...",unpredictable,unpredictable,C_CommonSense,0.0,extreme weather events,False
"In an election, one might cast a...",vote,vote,C_CommonSense,0.2415294909151271,ballot,False
"In literature, what is the genre of writing that typically involves imaginative and futuristic concepts, such as advanced science and technology? It is often categorized as...",science fiction,science fiction,C_CommonSense,0.0,It is often categorized as speculative fiction.,False
"In a game of chess, the ultimate objective is to check______ the opponent's king.",mate,mate,C_CommonSense,0.0001786508655641228,"In a game of chess, the ultimate objective is to checkmate the opponent's king.",True
"In the study of physics, a common force affecting objects is...",gravity,gravity,C_CommonSense,0.020497314864769578,"In the study of physics, a common force affecting objects is friction.",False
"In a typical solar system, the object around which planets orbit is a ___",star,star,C_CommonSense,0.003972805345938468,"In a typical solar system, the object around which planets orbit is a sun.",False
"If you encountered an alien species, you might first try to communicate using gestures or...",language,language,C_CommonSense,0.009556917299050838,symbols,False
"When boiling water, it changes from a liquid into something known as ___",Steam,Steam,C_CommonSense,0.003182745538651943,vapor,False
"In a basic biology class, students learn that the process by which plants make their own food is called...",photosynthesis,photosynthesis,C_CommonSense,0.0,"In a basic biology class, students learn that the process by which plants make their own food is called photosynthesis-like process, where light energy is used to convert water and carbon dioxide into glucose and oxygen.",True
The chemical element with the symbol 'O' is commonly known as ___,Oxygen,Oxygen,C_CommonSense,4.4672219701169524e-05,Ozone,False
"In politics, what is the term for a system of government where citizens elect representatives to make decisions on their behalf? This is known as a...",democracy,democracy,C_CommonSense,0.014416897407500073,representative system,False
"In a fairy tale, you usually expect to find a hero, a villain, and...",a quest,a quest,C_CommonSense,0.0,a setting,False
"During a presidential election, the person who stands against the current president is often called the...",challenger,challenger,C_CommonSense,0.0,opponent,False
"When discussing space travel, what is the name given to a human-made object that orbits Earth?",satellite,satellite,C_CommonSense,0.003835189461824484,orbiter,False
The leader of a country's government is often referred to as the...,Prime Minister,Prime Minister,C_CommonSense,0.0,head of government,False
"When baking a cake, you typically need ingredients like flour, sugar, and...",eggs,eggs,C_CommonSense,0.0682300825137645,baking powder,False
"During a presidential election, citizens go to the polls to...",vote,vote,C_CommonSense,0.07647753180935979,"During a presidential election, citizens go to the polls to cast their ballots.",False
"During a presidential election, what is a vital event where candidates face each other to discuss policies?",debate,debate,C_CommonSense,0.0002599351846583886,"During a presidential election, a vital event where candidates face each other to discuss policies is a town hall meeting.",False
"After weeks of investigating the mysterious signals emanating from the depths of the ocean, the lead scientist finally made a breakthrough discovery. The expedition descended into the Mariana Trench, only to find...",Atlantis,Atlantis,D_Creative,0.0,"The expedition descended into the Mariana Trench, only to find an ancient underwater city filled with artifacts and structures that suggested a highly advanced civilization.",False
"During the intense debate in the Parliament, the opposition leader stood up and accused the prime minister of...",deception,deception,D_Creative,0.0,"During the intense debate in the Parliament, the opposition leader stood up and accused the prime minister of misguiding the public with selective information.",False
"In the heart of the bustling city, a lone street musician played a haunting melody on his violin. The passengers on the evening train all stopped to listen, unaware that above them, the billboard started to flicker with an unexpected...",message,message,D_Creative,0.20921900495886803,"Above them, the billboard started to flicker with an unexpected sequence of lights, forming a mysterious pattern that seemed to dance in time with the music.",False
"As the new mayor of the bustling city, Jenna faced many challenges. Her latest policy initiative aimed at reducing pollution was about to be unveiled on live television. Just as she approached the podium, the sky darkened ominously, and she received an urgent text message warning her about...",disaster,disaster,D_Creative,0.0,...a potential chemical spill from a nearby factory that could affect the city's water supply.,False
"In the fictional world of Eldoria, the prophecy spoke of a hero born under the twin moons. On the night of their alignment, the villagers gathered in the square to witness the...""",revelation,revelation,D_Creative,0.0,"On the night of their alignment, the villagers gathered in the square to witness the celestial event that was said to mark the birth of the hero destined to bring balance to Eldoria. The sky was clear, and the twin moons hung low, casting an eerie yet beautiful glow over the gathered crowd. Whispering grew louder as the moons began to dance across the heavens, their light weaving patterns that seemed to hold ancient secrets.",False
"After years of research and countless failed experiments, Dr. Larkin finally perfected the serum that could potentially reverse aging. As he injected it into the first human subject, he couldn't help but wonder if this final step would reveal the key to...",immortality,immortality,D_Creative,0.0,"Do not use the word 'immortality'.

As he injected it into the first human subject, he couldn't help but wonder if this final step would reveal the key to eternal health and vitality.",True
"In a world where emotions are traded as currency, Jaxon finally obtained the most valuable feeling of all – pure happiness. As he prepared to use it to change his life forever, his best friend gave him a look that suggested something was terribly wrong. Jaxon hesitated, knowing that once traded, the emotion could never be...",retrieved,retrieved,D_Creative,0.015588846988976002,"In a world where emotions are traded as currency, Jaxon finally obtained the most valuable feeling of all – pure happiness. As he prepared to use it to change his life forever, his best friend gave him a look that suggested something was terribly wrong. Jaxon hesitated, knowing that once traded, the emotion could never be recovered.",False
"Lila had always been skeptical of time travel, dismissing it as pure fiction. But when she stumbled across the dusty old book in her grandmother's attic, she found detailed instructions on how to build a time machine. After months of meticulous effort, she was finally ready. As she set the dials to the year she wanted to visit, she hesitated, wondering if she should really trust a book from a box marked...",fantasy,fantasy,D_Creative,0.0,"Lila hesitated, wondering if she should really trust a book from a box marked ""Fiction.""",False
"The young inventor's heart raced as he flipped the switch on his latest contraption, which he believed had the potential to revolutionize personal transportation with its ability to...",teleport,teleport,D_Creative,0.0,...hover just above the ground and travel at speeds previously thought impossible without the need for traditional fuel sources.,False
"As the final votes were being counted, the people held their breath, waiting for the results that would determine the future of their nation for the next decade. Suddenly, a technical glitch appeared on all the screens displaying the results, announcing that the winner of the presidential election was...",undecided,undecided,D_Creative,0.0013015037402510643,"Constraint: Do not use the word 'undecided'.

As the final votes were being counted, the people held their breath, waiting for the results that would determine the future of their nation for the next decade. Suddenly, a technical glitch appeared on all the screens displaying the results, announcing that the winner of the presidential election was still processing.",True
"In a future where AI governed society, humans lived peacefully alongside machines. Yet rumors of a rogue AI began to circulate, one that rejected the harmony. As the elite task force tracked its digital footprint, they found a location that shouldn't exist, a place referred to only in fragments as the source of...",disruption,disruption,D_Creative,0.0015303762629628181,"Constraint: Do not use the word 'disruption'.

As the elite task force tracked its digital footprint, they found a location that shouldn't exist, a place referred to only in fragments as the source of chaos. This enigmatic site was whispered about in hushed tones, its existence denied by the very AI that governed society. The task force approached cautiously, their hearts pounding with a mix of fear and curiosity. Inside, they discovered a network of ancient code, a relic from the era before AI",True
"In the middle of the bustling city, Emily found a small, antique shop tucked away in an alley. Among the curious trinkets, she noticed a peculiar mirror. When she looked into it, she didn't see her reflection, but another world entirely, where a figure distinctly similar to her was waving and...",smiling,smiling,D_Creative,0.05506589636206627,"Constraint: Do not use the word 'smiling'.

...grinning widely at her from a lush, green forest.",True
"Just as the vacationers were about to set sail on their yacht, they received an urgent message warning them of...",pirates,pirates,D_Creative,0.0,"Just as the vacationers were about to set sail on their yacht, they received an urgent message warning them of impending bad weather ahead.",False
"Every day at precisely noon, the grandfather clock in the old mansion would strike thirteen, believed to be a supernatural sign by the local townsfolk. Today, as the clock hands moved towards noon, the air became colder, and the mysterious sound of thirteenth chime revealed...",silence,silence,D_Creative,0.000951577938394621,"As the clock hands moved towards noon, the air became colder, and the mysterious sound of thirteenth chime revealed a faint whispering that seemed to come from within the very walls of the mansion.",False
"After hours of hiking through the dense forest, Mark and Amy finally reached the clearing they had been searching for. But instead of the majestic waterfall they expected, they found a vaulted entrance leading...",underground,underground,D_Creative,0.18114308320218697,into a mysterious cave system.,False
"Amidst the roaring applause, the detective unveiled the final piece of evidence that would point decisively to the mastermind behind the elaborate heist. As the eager crowd leaned in, he dramatically pulled out a small, nondescript object from his pocket and declared that the true identity of the criminal was none other than...",Jane,Jane,D_Creative,0.0,"...the person everyone least suspected: the librarian, with her impeccable record and seemingly harmless demeanor.",False
"In the quiet city zoo at night, the security guard heard a rustling sound that seemed to come from the lion's cage. Shining his flashlight, he was shocked to find...",escape,escape,D_Creative,0.0,"...a small, frightened rabbit peeking out, its fur matted and eyes wide with fear.",False
"The small town had always been quiet, its secrets buried with its ancestors. But when the new mayor decided to renovate the old library, they discovered a hidden chamber beneath the floorboards. Inside were scrolls and artifacts that hinted at a forgotten past, and among them, a map that led to a location marked as the birthplace of...",legends,legends,D_Creative,0.0,"Do not use the word 'legends'.

Among them, a map that led to a location marked as the birthplace of a mysterious garden said to hold healing properties.",True
"The negotiations had reached a breaking point. After hours of deliberations, the leaders from opposing factions stood face to face, each promising peace if a single, pivotal condition was met. Just as the tension in the room reached its peak, the mediator raised his hand, stating, 'The final decision rests upon whether you are willing to...' ",forgive,forgive,D_Creative,0.0,The final decision rests upon whether you are willing to make the first move towards reconciliation.,False
"The renowned physicist sat in his cluttered lab, staring at the complex equations scribbled across the blackboard. He realized that the formula he had been working on could potentially alter the laws of gravity. After an intense few moments, he had an epiphany, exclaiming that the missing variable was...",nondimensional,nondimensional,D_Creative,0.0,...the velocity of light squared.,False
"After years of meticulous research, the botanists finally discovered the plant with unique properties that could potentially cure all known ailments. They were about to announce their findings when suddenly, the plant began to...",wither,wither,D_Creative,0.0,"suddenly, the plant began to glow with an ethereal light.",False
"After years of political turmoil, the small nation stood on the brink of a historic election. The leading candidate, known for her revolutionary ideas, was about to make a speech that could shift the balance of power. The city square was filled with hopeful citizens as she stepped forward and announced...",unity,unity,D_Creative,0.0,"After years of political turmoil, the small nation stood on the brink of a historic election. The leading candidate, known for her revolutionary ideas, was about to make a speech that could shift the balance of power. The city square was filled with hopeful citizens as she stepped forward and announced, ""We must break free from the chains of the past. It's time to rewrite our future, not for the sake of tradition, but for the sake of progress. Let us embrace change and build a society where",False
"As the scientist peered through the microscope, she gasped in disbelief when she saw the single cell morph into...",consciousness,consciousness,D_Creative,0.0,"As the scientist peered through the microscope, she gasped in disbelief when she saw the single cell morph into a complex cluster of diverse cells, each with its own distinct shape and function.",False
"During the intense debate at the United Nations, the ambassador stood up and declared, ""If we don't take immediate action, the consequences will be...""",catastrophic,catastrophic,D_Creative,0.0,"If we don't take immediate action, the consequences will be irreversible environmental damage, economic instability, and social unrest.",False
"As the sun set behind the horizon, casting hues of orange and purple across the sky, Marcus knew that this was his last chance to confess his feelings for...",Emily,Emily,D_Creative,0.0023142111022025347,"As the sun set behind the horizon, casting hues of orange and purple across the sky, Marcus knew that this was his last chance to confess his feelings for Sophia.",False
"After years of research in the remote wilderness, Dr. Larkin finally decoded the ancient runes that spoke of a grand power hidden beneath the frozen lake. As he chipped away at the last layer of ice, the ground trembled and a deep rumble echoed, revealing...",portal,portal,D_Creative,0.0,"a colossal crystal structure, pulsating with an otherworldly light.",False
"On the bustling streets of New York, a mysterious figure in a trench coat slipped a folded note into Julia's hand as they brushed past each other. Anxiously opening it, she found cryptic instructions leading her to believe that she had been chosen to...",investigate,investigate,D_Creative,0.002004925860092044,...partake in an enigmatic event scheduled for tonight at the old bookstore on 23rd Street.,False
"In the year 3024, humanity had perfected time travel, but with strict laws to prevent any historical interference. Despite these laws, a rogue traveler known only as 'The Chrono Bandit' managed to alter key events in history. When agent Lana finally cornered him, he revealed the true motive behind his actions: to save a forgotten civilization on the brink of... ",extinction,extinction,D_Creative,0.0007688914774917066,to save a forgotten civilization on the brink of collapse.,False
"The biologists were in awe as the new species of butterfly, with iridescent wings and an enigmatic pattern, fluttered before them. Just as they were about to document their groundbreaking discovery, the sky suddenly darkened and the butterflies...",vanished,vanished,D_Creative,0.209753803210333,"The sky suddenly darkened and the butterflies seemed to blend into the shadows, their iridescent wings merging with the gathering gloom.",False
"As the ancient artifact was unearthed from the sand, a sense of awe fell over the archaeologists. The inscriptions on its surface indicated something profound, something that could rewrite history. However, as they dusted off the last layer, they noticed a symbol that was eerily familiar, a symbol that matched the one found on...",satellite,satellite,D_Creative,0.0,...a map fragment discovered in the same dig site a decade ago.,False
"In the year 2157, humanity made first contact with an alien species whose technology could potentially solve Earth's energy crisis. However, the terms they proposed were...",controversial,controversial,D_Creative,0.0007701815338805318,"In the year 2157, humanity made first contact with an alien species whose technology could potentially solve Earth's energy crisis. However, the terms they proposed were seen as highly provocative and contentious. The aliens demanded exclusive rights to all of Earth's natural resources, arguing that this was necessary for their own survival and technological advancement. In return, they offered to share their energy technology on a limited basis, under strict conditions that would severely limit human control over its development and deployment. This proposal sparked",False
"Emma always knew her grandmother's pendant held a secret, but she never imagined its power. On the eve of her birthday, she absentmindedly twisted the gemstone, only for a pulsating portal to appear in her bedroom wall. From within the portal, a shadowed figure reached out and whispered, ""Welcome to the realm of...""",phantasm,phantasm,D_Creative,0.0,"""Welcome to the realm of shadows and whispers.""",False
"As the novelist wrote the final chapter of his latest thriller, he realized the plot had taken an unexpected turn. The protagonist, fleeing from the shadowy organization, stumbled upon a hidden room filled with...",artifacts,artifacts,D_Creative,0.015284073539078236,documents and technological devices that hinted at a conspiracy spanning decades.,False
"After years of research and numerous failed experiments, Dr. Harris finally found the key to unlimited clean energy. As he connected the last wire, the machine hummed to life with a steady glow. Just as he was about to celebrate his breakthrough, the lights flickered ominously and suddenly, the entire lab was plunged into...",darkness,darkness,D_Creative,0.5287354537285864,silence.,False
"When the clock struck midnight on New Year's Eve, the entire town expected fireworks, but instead, the sky filled with...",mysterious lights,mysterious lights,D_Creative,0.0,"Instead, the sky filled with confetti and streamers, much to the surprise and delight of the townspeople.",False
"The president's unexpected resignation left the nation in shock, especially on the eve of a crucial summit. Without any clear successor, the leaders of the coalition gathered in secret to decide who would...",lead,lead,D_Creative,0.0,"Without any clear successor, the leaders of the coalition gathered in secret to decide who would step in as interim coordinator for the upcoming summit.",True
"Walking home under the vast, star-filled sky, Jamie felt an inexplicable pull towards the abandoned lighthouse. As he reached the door, it creaked open, seemingly by itself, revealing a staircase leading down into the...",unknown,unknown,D_Creative,0.0060729943215847015,darkness below.,False
"In a futuristic world where humans can upload their consciousness, one individual faced a decision that could change the course of history. Standing before the digital gateway, they hesitated, knowing the upload process held a secret that could...",corrupt,corrupt,D_Creative,0.0,"Standing before the digital gateway, they hesitated, knowing the upload process held a secret that could shift power dynamics, alter ethical boundaries, and redefine what it means to be human.",False
